transaction_description,category,country,currency,user_id,amount,date
Urologist #5031 (Bank Transfer),Healthcare & Medical,USA,USD,saver,426.28,2024-04-13
Electric Company Branch,Utilities & Services,USA,USD,saver,112.62,2024-04-13
Baja Fresh,Food & Dining,USA,USD,saver,27.39,2024-04-13
Hulu,Entertainment & Recreation,USA,USD,saver,9.93,2024-04-14
Cedars-Sinai Online (Contactless),Healthcare & Medical,USA,USD,saver,20.96,2024-04-15
Neiman Marcus Store - Evening,Shopping & Retail,USA,USD,saver,78.57,2024-04-15
Dairy Queen,Food & Dining,USA,USD,saver,20.83,2024-04-15
Frontier,Utilities & Services,USA,USD,saver,289.45,2024-04-16
DMV Strip Mall,Government & Legal,USA,USD,saver,398.9,2024-04-17
Immigration #4183 - USA,Government & Legal,USA,USD,saver,253.65,2024-04-17
Bank of America,Financial Services,USA,USD,saver,427.0,2024-04-17
Fundraising #8252 - USA - Rush Hour,Charity & Donations,USA,USD,saver,19.44,2024-04-17
Physical Therapy - Lunch Time,Healthcare & Medical,USA,USD,saver,397.09,2024-04-27
UCLA Medical - USA Online,Healthcare & Medical,USA,USD,saver,390.34,2024-04-28
WiFi,Utilities & Services,USA,USD,saver,140.33,2024-04-28
White Castle - USA,Food & Dining,USA,USD,saver,29.21,2024-04-28
Income,Income,USA,USD,saver,4816.18,2024-05-01
Highway Patrol Store Campus,Government & Legal,USA,USD,saver,188.97,2024-05-01
Local Church,Charity & Donations,USA,USD,saver,170.45,2024-05-02
Income,Income,USA,USD,saver,4608.49,2024-05-04
Dollar #5938 - Afternoon,Transportation,USA,USD,saver,80.03,2024-05-04
RCN,Utilities & Services,USA,USD,saver,178.01,2024-05-05
WOW,Utilities & Services,USA,USD,saver,225.62,2024-05-05
Lowe's,Shopping & Retail,USA,USD,saver,182.63,2024-05-06
Mini Golf - Afternoon,Entertainment & Recreation,USA,USD,saver,107.43,2024-05-06
Hawaiian Airlines,Transportation,USA,USD,saver,74.28,2024-05-08
Amazon Prime Hospital,Entertainment & Recreation,USA,USD,saver,19.27,2024-05-08
Toll #5070 Hospital,Transportation,USA,USD,saver,34.27,2024-05-08
Walgreens Online Campus,Shopping & Retail,USA,USD,saver,178.26,2024-05-08
Rite Aid (Contactless),Shopping & Retail,USA,USD,saver,60.48,2024-05-08
Windstream - USA Branch Hospital,Utilities & Services,USA,USD,saver,212.82,2024-05-09
Quiznos,Food & Dining,USA,USD,saver,46.97,2024-05-09
Gym,Healthcare & Medical,USA,USD,saver,23.24,2024-05-09
Bookkeeping,Financial Services,USA,USD,saver,264.13,2024-05-11
Registration Downtown,Government & Legal,USA,USD,saver,349.79,2024-05-11
Netflix,Entertainment & Recreation,USA,USD,saver,11.13,2024-05-11
Pediatrician,Healthcare & Medical,USA,USD,saver,289.34,2024-05-12
Temple #2592,Charity & Donations,USA,USD,saver,56.22,2024-05-13
Bowling Alley Store - Afternoon,Entertainment & Recreation,USA,USD,saver,82.05,2024-05-14
UNICEF #9724 Store,Charity & Donations,USA,USD,saver,29.12,2024-05-15
NGO - USA - Holiday,Charity & Donations,USA,USD,saver,107.45,2024-05-15
Hawaiian Airlines Downtown,Transportation,USA,USD,saver,12.82,2024-05-16
Goodwill,Charity & Donations,USA,USD,saver,22.13,2024-05-17
MRI TXN971448,Healthcare & Medical,USA,USD,saver,48.55,2024-05-17
Zaxby's,Food & Dining,USA,USD,saver,15.25,2024-05-18
Whole Foods,Food & Dining,USA,USD,saver,6.99,2024-05-20
Hulu,Entertainment & Recreation,USA,USD,saver,9.18,2024-05-20
Cleveland Clinic,Healthcare & Medical,USA,USD,saver,131.1,2024-05-22
Chipotle Store - Morning,Food & Dining,USA,USD,saver,23.96,2024-05-23
Youth Organization,Charity & Donations,USA,USD,saver,116.99,2024-05-23
Satellite Internet Online Branch,Utilities & Services,USA,USD,saver,246.56,2024-05-25
Court (Contactless),Government & Legal,USA,USD,saver,109.82,2024-05-25
Johns Hopkins Branch,Healthcare & Medical,USA,USD,saver,422.63,2024-05-26
Cinemark - USA Center,Entertainment & Recreation,USA,USD,saver,75.23,2024-05-27
Pharmacy Store,Healthcare & Medical,USA,USD,saver,126.06,2024-05-27
Income,Income,USA,USD,saver,6461.49,2024-06-03
FBI #4283 - USA (Wire),Government & Legal,USA,USD,saver,175.21,2024-06-03
Stock Store - Lunch Time,Financial Services,USA,USD,saver,486.04,2024-06-03
Medicaid,Government & Legal,USA,USD,saver,334.35,2024-06-03
Credit Union Store,Financial Services,USA,USD,saver,126.5,2024-06-03
Fair (Contactless),Entertainment & Recreation,USA,USD,saver,46.17,2024-06-04
SoulCycle #1665,Entertainment & Recreation,USA,USD,saver,60.12,2024-06-04
Income,Income,USA,USD,saver,6636.57,2024-06-05
Planet Fitness,Entertainment & Recreation,USA,USD,saver,67.47,2024-06-05
Ambulance - USA,Government & Legal,USA,USD,saver,180.28,2024-06-05
Mr. Sub #7192 - Weekend,Food & Dining,USA,USD,saver,18.48,2024-06-06
Gym,Healthcare & Medical,USA,USD,saver,30.73,2024-06-07
GoFundMe - USA Airport,Charity & Donations,USA,USD,saver,8.97,2024-06-09
Permit Branch TXN836344,Government & Legal,USA,USD,saver,487.35,2024-06-10
Rock Climbing,Entertainment & Recreation,USA,USD,saver,49.38,2024-06-12
CVS,Shopping & Retail,USA,USD,saver,266.48,2024-06-12
Federal Building Store (Wire),Government & Legal,USA,USD,saver,169.4,2024-06-12
In-N-Out,Food & Dining,USA,USD,saver,13.0,2024-06-13
Barneys New York,Shopping & Retail,USA,USD,saver,226.97,2024-06-13
Gas Company (Bank Transfer),Utilities & Services,USA,USD,saver,184.46,2024-06-16
Congress #8393 Center,Government & Legal,USA,USD,saver,348.67,2024-06-17
Municipal Building - USA,Government & Legal,USA,USD,saver,270.17,2024-06-19
GoFundMe #1546 Hospital,Charity & Donations,USA,USD,saver,199.44,2024-06-20
Offering Store Business District,Charity & Donations,USA,USD,saver,43.18,2024-06-21
Zara TXN201543,Shopping & Retail,USA,USD,saver,23.88,2024-06-23
Amtrak Store,Transportation,USA,USD,saver,40.45,2024-06-26
In-N-Out,Food & Dining,USA,USD,saver,10.2,2024-06-26
Hulu,Entertainment & Recreation,USA,USD,saver,7.76,2024-06-27
Government,Government & Legal,USA,USD,saver,140.39,2024-06-28
Netflix,Entertainment & Recreation,USA,USD,saver,12.27,2024-06-28
Staples #6870 Residential,Shopping & Retail,USA,USD,saver,20.13,2024-07-01
Hulu,Entertainment & Recreation,USA,USD,saver,6.67,2024-07-02
Income,Income,USA,USD,saver,6008.49,2024-07-03
Trampoline Park (Digital Wallet),Entertainment & Recreation,USA,USD,saver,60.93,2024-07-03
US Bank Strip Mall,Financial Services,USA,USD,saver,914.71,2024-07-04
Physical Therapy,Healthcare & Medical,USA,USD,saver,414.32,2024-07-05
Homeless Shelter,Charity & Donations,USA,USD,saver,124.87,2024-07-06
Youth Organization - Night,Charity & Donations,USA,USD,saver,8.64,2024-07-07
Gym,Healthcare & Medical,USA,USD,saver,23.12,2024-07-07
Gas Company,Utilities & Services,USA,USD,saver,264.34,2024-07-08
ASPCA #2278 TXN938753,Charity & Donations,USA,USD,saver,82.72,2024-07-08
Children's Hospital Online,Healthcare & Medical,USA,USD,saver,310.8,2024-07-08
Public WiFi - USA Online,Utilities & Services,USA,USD,saver,164.38,2024-07-09
Offering - Weekend,Charity & Donations,USA,USD,saver,160.85,2024-07-09
Atlantic Broadband #2183 - USA,Utilities & Services,USA,USD,saver,230.24,2024-07-11
Phone Company Online,Utilities & Services,USA,USD,saver,92.19,2024-07-11
DirecTV,Utilities & Services,USA,USD,saver,272.49,2024-07-11
Netflix,Entertainment & Recreation,USA,USD,saver,13.89,2024-07-12
Surgery,Healthcare & Medical,USA,USD,saver,375.35,2024-07-13
Walmart Supercenter,Food & Dining,USA,USD,saver,6.99,2024-07-13
HughesNet - USA,Utilities & Services,USA,USD,saver,162.19,2024-07-14
Thrifty Hospital,Transportation,USA,USD,saver,90.12,2024-07-14
Wendy's TXN553073,Food & Dining,USA,USD,saver,32.87,2024-07-15
Notary - USA (Wire),Government & Legal,USA,USD,saver,222.13,2024-07-16
WWF #2387 (Mobile),Charity & Donations,USA,USD,saver,136.41,2024-07-16
Carnival Online (Bank Transfer),Entertainment & Recreation,USA,USD,saver,110.9,2024-07-17
Costco,Shopping & Retail,USA,USD,saver,102.51,2024-07-18
Starlink,Utilities & Services,USA,USD,saver,246.07,2024-07-18
MBTA,Transportation,USA,USD,saver,59.35,2024-07-18
Credit Union Store Online,Financial Services,USA,USD,saver,833.54,2024-07-19
Regions Bank Store,Financial Services,USA,USD,saver,644.37,2024-07-20
Regal Store,Entertainment & Recreation,USA,USD,saver,107.67,2024-07-21
Nordstrom #1962,Shopping & Retail,USA,USD,saver,106.52,2024-07-24
OfficeMax #7281 TXN627822,Shopping & Retail,USA,USD,saver,253.92,2024-07-26
BMO Harris (Cash),Financial Services,USA,USD,saver,890.45,2024-07-27
BMO Harris - USA,Financial Services,USA,USD,saver,364.34,2024-07-28
Temple,Charity & Donations,USA,USD,saver,17.46,2024-07-28
Metro - Holiday,Transportation,USA,USD,saver,98.34,2024-08-01
Nature Conservancy,Charity & Donations,USA,USD,saver,143.64,2024-08-01
Capital One Store Online Branch (Contactless),Financial Services,USA,USD,saver,591.24,2024-08-01
Stanford Health - Holiday,Healthcare & Medical,USA,USD,saver,488.62,2024-08-01
Dermatologist,Healthcare & Medical,USA,USD,saver,340.3,2024-08-01
Theater #4388 - USA Store,Entertainment & Recreation,USA,USD,saver,5.78,2024-08-01
Income,Income,USA,USD,saver,6240.17,2024-08-04
Ulta,Shopping & Retail,USA,USD,saver,215.7,2024-08-04
Gym,Healthcare & Medical,USA,USD,saver,31.1,2024-08-04
Income,Income,USA,USD,saver,4040.96,2024-08-05
WOW #5846 TXN442524,Utilities & Services,USA,USD,saver,243.55,2024-08-05
Mobile #6735 - Weekday,Utilities & Services,USA,USD,saver,96.01,2024-08-06
Uniqlo,Shopping & Retail,USA,USD,saver,168.53,2024-08-11
Sephora,Shopping & Retail,USA,USD,saver,81.72,2024-08-11
Nature Conservancy #4939 (App),Charity & Donations,USA,USD,saver,198.07,2024-08-12
Subway - USA Store,Food & Dining,USA,USD,saver,15.45,2024-08-12
Physical Therapy - USA Store - Weekday,Healthcare & Medical,USA,USD,saver,467.49,2024-08-12
Permit Center - Holiday,Government & Legal,USA,USD,saver,468.95,2024-08-13
Pure Barre #6534,Entertainment & Recreation,USA,USD,saver,82.25,2024-08-13
RCN,Utilities & Services,USA,USD,saver,237.45,2024-08-13
Medicaid #8088 Store,Government & Legal,USA,USD,saver,70.17,2024-08-14
Dollar Tree,Shopping & Retail,USA,USD,saver,188.16,2024-08-14
Cane's #7512 - USA (Digital Wallet),Food & Dining,USA,USD,saver,35.06,2024-08-15
Temple,Charity & Donations,USA,USD,saver,78.5,2024-08-15
Zaxby's,Food & Dining,USA,USD,saver,39.62,2024-08-15
Bus - USA,Transportation,USA,USD,saver,4.04,2024-08-15
24 Hour Fitness - USA Store Center - Weekday,Entertainment & Recreation,USA,USD,saver,59.48,2024-08-16
Whole Foods #7972,Food & Dining,USA,USD,saver,14.03,2024-08-17
MARTA #4196,Transportation,USA,USD,saver,15.03,2024-08-18
Crunch Fitness #1431 Online - Night,Entertainment & Recreation,USA,USD,saver,8.38,2024-08-19
Festival #3874 - USA Store,Entertainment & Recreation,USA,USD,saver,113.96,2024-08-19
Netflix,Entertainment & Recreation,USA,USD,saver,12.27,2024-08-20
Lab #4148 Store,Healthcare & Medical,USA,USD,saver,105.23,2024-08-21
Hulu,Entertainment & Recreation,USA,USD,saver,6.24,2024-08-22
Mobile Hotspot #7406,Utilities & Services,USA,USD,saver,77.78,2024-08-25
Marshalls #4022 Branch,Shopping & Retail,USA,USD,saver,213.85,2024-08-25
Office Depot Store,Shopping & Retail,USA,USD,saver,10.14,2024-08-25
Domino's Online,Food & Dining,USA,USD,saver,49.37,2024-08-25
NYU Langone,Healthcare & Medical,USA,USD,saver,453.54,2024-08-26
Car2Go - USA,Transportation,USA,USD,saver,35.69,2024-08-27
Financial Advisor (Bank Transfer),Financial Services,USA,USD,saver,750.33,2024-08-27
Cinema #1655,Entertainment & Recreation,USA,USD,saver,49.05,2024-08-27
Kaiser Permanente - USA Store - Morning,Healthcare & Medical,USA,USD,saver,155.44,2024-08-28
Income,Income,USA,USD,saver,4074.18,2024-09-01
Gym,Healthcare & Medical,USA,USD,saver,27.37,2024-09-01
Dermatologist - USA,Healthcare & Medical,USA,USD,saver,210.9,2024-09-03
Psychiatrist - USA,Healthcare & Medical,USA,USD,saver,339.95,2024-09-03
Potbelly,Food & Dining,USA,USD,saver,21.45,2024-09-03
IRS,Government & Legal,USA,USD,saver,341.25,2024-09-03
UNICEF,Charity & Donations,USA,USD,saver,143.02,2024-09-05
Parking - USA,Transportation,USA,USD,saver,30.5,2024-09-05
Huntington Bank - USA TXN478590,Financial Services,USA,USD,saver,122.47,2024-09-06
Thrifty,Transportation,USA,USD,saver,84.88,2024-09-07
Clinic - Morning,Healthcare & Medical,USA,USD,saver,222.24,2024-09-08
Firehouse Subs (Online),Food & Dining,USA,USD,saver,33.33,2024-09-09
Transfer Online,Financial Services,USA,USD,saver,452.62,2024-09-09
Court - USA Center - Dinner Time,Government & Legal,USA,USD,saver,178.81,2024-09-10
MARTA - USA,Transportation,USA,USD,saver,41.72,2024-09-10
WiFi,Utilities & Services,USA,USD,saver,258.82,2024-09-13
Sprint - USA,Utilities & Services,USA,USD,saver,251.69,2024-09-13
Kickstarter Online - Rush Hour,Charity & Donations,USA,USD,saver,46.59,2024-09-14
Specialist Store,Healthcare & Medical,USA,USD,saver,315.69,2024-09-16
Subway - USA Store,Food & Dining,USA,USD,saver,19.73,2024-09-17
Nature Conservancy #3226 - USA,Charity & Donations,USA,USD,saver,152.58,2024-09-17
Veterans Organization - USA,Charity & Donations,USA,USD,saver,47.91,2024-09-18
Taxi,Transportation,USA,USD,saver,10.13,2024-09-18
Netflix,Entertainment & Recreation,USA,USD,saver,14.18,2024-09-18
Court - Lunch Time,Government & Legal,USA,USD,saver,138.83,2024-09-19
Temple #2358 Branch (Bank Transfer),Charity & Donations,USA,USD,saver,35.32,2024-09-20
Congress Store Business District,Government & Legal,USA,USD,saver,93.95,2024-09-20
Cold Stone Creamery #1888 - USA TXN939136,Food & Dining,USA,USD,saver,28.15,2024-09-21
National - USA,Transportation,USA,USD,saver,99.4,2024-09-23
Hulu,Entertainment & Recreation,USA,USD,saver,6.38,2024-09-23
Speech Therapy #3491 Branch Center,Healthcare & Medical,USA,USD,saver,72.37,2024-09-25
Broadband,Utilities & Services,USA,USD,saver,252.65,2024-09-26
Dollar Tree,Shopping & Retail,USA,USD,saver,84.8,2024-09-27
Habitat for Humanity #5472 Store Online - Weekday,Charity & Donations,USA,USD,saver,32.08,2024-09-28
Immigration #4789 (Contactless),Government & Legal,USA,USD,saver,425.53,2024-09-28
Tax Store,Government & Legal,USA,USD,saver,333.35,2024-10-02
Toll Branch,Transportation,USA,USD,saver,61.1,2024-10-02
Phone Company #4456 - USA Store (Contactless),Utilities & Services,USA,USD,saver,127.81,2024-10-02
Income,Income,USA,USD,saver,6102.8,2024-10-03
Income,Income,USA,USD,saver,5375.82,2024-10-03
FBI,Government & Legal,USA,USD,saver,387.5,2024-10-03
Gym,Healthcare & Medical,USA,USD,saver,24.86,2024-10-03
Netflix,Entertainment & Recreation,USA,USD,saver,11.11,2024-10-04
Hulu,Entertainment & Recreation,USA,USD,saver,7.88,2024-10-04
Jimmy John's,Food & Dining,USA,USD,saver,38.36,2024-10-05
FlixBus,Transportation,USA,USD,saver,46.99,2024-10-05
Retirement Shopping Center,Financial Services,USA,USD,saver,237.31,2024-10-07
Olive Garden Store,Food & Dining,USA,USD,saver,41.38,2024-10-13
NGO - USA - Evening,Charity & Donations,USA,USD,saver,167.97,2024-10-14
Humane Society - USA,Charity & Donations,USA,USD,saver,80.83,2024-10-17
Festival Store,Entertainment & Recreation,USA,USD,saver,62.07,2024-10-18
Best Buy,Shopping & Retail,USA,USD,saver,30.88,2024-10-19
Fire Department,Government & Legal,USA,USD,saver,177.81,2024-10-20
Audubon Society (Bank Transfer),Charity & Donations,USA,USD,saver,192.2,2024-10-20
Notary Online,Government & Legal,USA,USD,saver,456.04,2024-10-20
Maven,Transportation,USA,USD,saver,61.0,2024-10-20
Turo - Evening,Transportation,USA,USD,saver,14.89,2024-10-20
Urologist Store,Healthcare & Medical,USA,USD,saver,134.21,2024-10-22
Subway - Night,Food & Dining,USA,USD,saver,19.71,2024-10-22
UCLA Medical #2806 - Holiday,Healthcare & Medical,USA,USD,saver,204.64,2024-10-22
JetBlue - USA,Transportation,USA,USD,saver,50.68,2024-10-23
Cinemark,Entertainment & Recreation,USA,USD,saver,44.05,2024-10-25
Panera Bread - USA Branch,Food & Dining,USA,USD,saver,17.11,2024-10-25
DSL Store,Utilities & Services,USA,USD,saver,198.12,2024-10-25
UPS Store - USA,Shopping & Retail,USA,USD,saver,36.84,2024-10-25
Satellite Internet (Online),Utilities & Services,USA,USD,saver,244.63,2024-10-27
Walmart Supercenter,Food & Dining,USA,USD,saver,6.89,2024-10-28
Investment Bank - USA,Financial Services,USA,USD,saver,496.67,2024-11-01
Hulu,Entertainment & Recreation,USA,USD,saver,8.65,2024-11-01
Online Bank Store,Financial Services,USA,USD,saver,874.8,2024-11-02
DirecTV #8393,Utilities & Services,USA,USD,saver,293.38,2024-11-02
Shell Branch,Transportation,USA,USD,saver,83.41,2024-11-02
Panda Express,Food & Dining,USA,USD,saver,6.24,2024-11-03
Fifth Third Shopping Center,Financial Services,USA,USD,saver,927.43,2024-11-03
ASPCA,Charity & Donations,USA,USD,saver,173.69,2024-11-04
Domino's,Food & Dining,USA,USD,saver,5.82,2024-11-04
Court Station,Government & Legal,USA,USD,saver,370.58,2024-11-04
Income,Income,USA,USD,saver,6784.86,2024-11-05
BP Store,Transportation,USA,USD,saver,53.8,2024-11-06
Investment #3961 Business District,Financial Services,USA,USD,saver,450.01,2024-11-06
LA Fitness #1687 - USA,Entertainment & Recreation,USA,USD,saver,148.49,2024-11-06
Barnes & Noble,Shopping & Retail,USA,USD,saver,63.81,2024-11-06
Salvation Army - USA Store,Charity & Donations,USA,USD,saver,94.6,2024-11-07
Walk-in Clinic - USA Online Downtown,Healthcare & Medical,USA,USD,saver,364.56,2024-11-08
Netflix,Entertainment & Recreation,USA,USD,saver,14.6,2024-11-08
Shell #4379 - Lunch Time,Transportation,USA,USD,saver,37.13,2024-11-09
National Parks #6990 Store TXN436467,Charity & Donations,USA,USD,saver,60.12,2024-11-09
Sprint - USA Branch Center (Bank Transfer),Utilities & Services,USA,USD,saver,255.41,2024-11-09
TJ Maxx - Night,Shopping & Retail,USA,USD,saver,241.8,2024-11-10
Pure Barre #4965,Entertainment & Recreation,USA,USD,saver,43.25,2024-11-10
JetBlue,Transportation,USA,USD,saver,73.75,2024-11-10
Community Center - USA - Afternoon,Charity & Donations,USA,USD,saver,68.7,2024-11-11
Dollar Tree - USA Online,Shopping & Retail,USA,USD,saver,276.45,2024-11-12
Pharmacy - USA Store,Healthcare & Medical,USA,USD,saver,475.78,2024-11-14
Nike - USA Store,Shopping & Retail,USA,USD,saver,57.67,2024-11-14
Whole Foods Airport,Food & Dining,USA,USD,saver,26.55,2024-11-15
Dollar Branch (ACH),Transportation,USA,USD,saver,64.56,2024-11-15
Pediatrician,Healthcare & Medical,USA,USD,saver,270.62,2024-11-15
BART Store,Transportation,USA,USD,saver,99.56,2024-11-17
24 Hour Fitness TXN227393,Entertainment & Recreation,USA,USD,saver,133.88,2024-11-18
United Way - USA,Charity & Donations,USA,USD,saver,187.56,2024-11-18
Suddenlink #6638 - USA Online Mall,Utilities & Services,USA,USD,saver,228.35,2024-11-18
Cedars-Sinai #6522 Store,Healthcare & Medical,USA,USD,saver,496.0,2024-11-19
Goodwill - USA,Charity & Donations,USA,USD,saver,78.93,2024-11-20
Orthopedist Store,Healthcare & Medical,USA,USD,saver,420.2,2024-11-21
Alamo Center,Transportation,USA,USD,saver,54.36,2024-11-21
Oxfam Online,Charity & Donations,USA,USD,saver,103.07,2024-11-22
Frontier,Transportation,USA,USD,saver,2.89,2024-11-23
Citibank #7492 - USA,Financial Services,USA,USD,saver,955.97,2024-11-23
Notary - Lunch Time,Government & Legal,USA,USD,saver,188.96,2024-11-23
Crunch Fitness Online - Holiday,Entertainment & Recreation,USA,USD,saver,147.71,2024-11-24
UCSF Medical,Healthcare & Medical,USA,USD,saver,339.56,2024-11-24
Cable Internet - USA - Dinner Time,Utilities & Services,USA,USD,saver,208.52,2024-11-25
Gym,Healthcare & Medical,USA,USD,saver,35.3,2024-11-25
Income,Income,USA,USD,saver,6759.15,2024-12-01
Credit Union #9684,Financial Services,USA,USD,saver,151.94,2024-12-01
Financial Advisor #4988 (App),Financial Services,USA,USD,saver,488.57,2024-12-02
Spectrum - Weekday,Utilities & Services,USA,USD,saver,268.28,2024-12-02
